
# Curve 0 of 2, 500 points
# x y xlow xhigh type
 66.0741 -13.6862  66.0741  66.0741  i
 66.2725 -13.7966  66.2725  66.2725  i
 66.4709 -13.9439  66.4709  66.4709  i
 66.6693 -14.1277  66.6693  66.6693  i
 66.8677 -14.3476  66.8677  66.8677  i
 67.0661 -14.6027  67.0661  67.0661  i
 67.2645 -14.8926  67.2645  67.2645  i
 67.4629 -15.2163  67.4629  67.4629  i
 67.6613 -15.5732  67.6613  67.6613  i
 67.8597 -15.9621  67.8597  67.8597  i
 68.0581 -16.3823  68.0581  68.0581  i
 68.2565 -16.8327  68.2565  68.2565  i
 68.4549 -17.3122  68.4549  68.4549  i
 68.6533 -17.8198  68.6533  68.6533  i
 68.8517 -18.3543  68.8517  68.8517  i
 69.0501 -18.9145  69.0501  69.0501  i
 69.2485 -19.4992  69.2485  69.2485  i
 69.4469 -20.1071  69.4469  69.4469  i
 69.6453 -20.7371  69.6453  69.6453  i
 69.8437 -21.3878  69.8437  69.8437  i
 70.0421 -22.0579  70.0421  70.0421  i
 70.2405 -22.7461  70.2405  70.2405  i
 70.4389 -23.4512  70.4389  70.4389  i
 70.6373 -24.1718  70.6373  70.6373  i
 70.8357 -24.9067  70.8357  70.8357  i
 71.0341 -25.6545  71.0341  71.0341  i
 71.2325 -26.4139  71.2325  71.2325  i
 71.4309 -27.1837  71.4309  71.4309  i
 71.6293 -27.9627  71.6293  71.6293  i
 71.8277 -28.7495  71.8277  71.8277  i
 72.0261 -29.5432  72.0261  72.0261  i
 72.2244 -30.3424  72.2244  72.2244  i
 72.4228 -31.146  72.4228  72.4228  i
 72.6212 -31.953  72.6212  72.6212  i
 72.8196 -32.7622  72.8196  72.8196  i
 73.018 -33.5727  73.018  73.018  i
 73.2164 -34.3835  73.2164  73.2164  i
 73.4148 -35.1937  73.4148  73.4148  i
 73.6132 -36.0023  73.6132  73.6132  i
 73.8116 -36.8086  73.8116  73.8116  i
 74.01 -37.6116  74.01  74.01  i
 74.2084 -38.4108  74.2084  74.2084  i
 74.4068 -39.2052  74.4068  74.4068  i
 74.6052 -39.9944  74.6052  74.6052  i
 74.8036 -40.7777  74.8036  74.8036  i
 75.002 -41.5544  75.002  75.002  i
 75.2004 -42.3241  75.2004  75.2004  i
 75.3988 -43.0863  75.3988  75.3988  i
 75.5972 -43.8404  75.5972  75.5972  i
 75.7956 -44.5862  75.7956  75.7956  i
 75.994 -45.3231  75.994  75.994  i
 76.1924 -46.0509  76.1924  76.1924  i
 76.3908 -46.7692  76.3908  76.3908  i
 76.5892 -47.4778  76.5892  76.5892  i
 76.7876 -48.1763  76.7876  76.7876  i
 76.986 -48.8645  76.986  76.986  i
 77.1844 -49.5423  77.1844  77.1844  i
 77.3828 -50.2093  77.3828  77.3828  i
 77.5812 -50.8654  77.5812  77.5812  i
 77.7796 -51.5106  77.7796  77.7796  i
 77.978 -52.1445  77.978  77.978  i
 78.1764 -52.767  78.1764  78.1764  i
 78.3747 -53.3782  78.3747  78.3747  i
 78.5731 -53.9777  78.5731  78.5731  i
 78.7715 -54.5656  78.7715  78.7715  i
 78.9699 -55.1417  78.9699  78.9699  i
 79.1683 -55.7059  79.1683  79.1683  i
 79.3667 -56.2583  79.3667  79.3667  i
 79.5651 -56.7986  79.5651  79.5651  i
 79.7635 -57.3269  79.7635  79.7635  i
 79.9619 -57.8431  79.9619  79.9619  i
 80.1603 -58.3472  80.1603  80.1603  i
 80.3587 -58.8391  80.3587  80.3587  i
 80.5571 -59.3189  80.5571  80.5571  i
 80.7555 -59.7866  80.7555  80.7555  i
 80.9539 -60.2421  80.9539  80.9539  i
 81.1523 -60.6855  81.1523  81.1523  i
 81.3507 -61.1168  81.3507  81.3507  i
 81.5491 -61.5362  81.5491  81.5491  i
 81.7475 -61.9436  81.7475  81.7475  i
 81.9459 -62.3392  81.9459  81.9459  i
 82.1443 -62.7231  82.1443  82.1443  i
 82.3427 -63.0954  82.3427  82.3427  i
 82.5411 -63.4563  82.5411  82.5411  i
 82.7395 -63.8059  82.7395  82.7395  i
 82.9379 -64.1445  82.9379  82.9379  i
 83.1363 -64.4722  83.1363  83.1363  i
 83.3347 -64.7892  83.3347  83.3347  i
 83.5331 -65.0958  83.5331  83.5331  i
 83.7315 -65.3922  83.7315  83.7315  i
 83.9299 -65.6787  83.9299  83.9299  i
 84.1283 -65.9555  84.1283  84.1283  i
 84.3267 -66.2229  84.3267  84.3267  i
 84.5251 -66.4811  84.5251  84.5251  i
 84.7234 -66.7304  84.7234  84.7234  i
 84.9218 -66.9711  84.9218  84.9218  i
 85.1202 -67.2035  85.1202  85.1202  i
 85.3186 -67.4278  85.3186  85.3186  i
 85.517 -67.6442  85.517  85.517  i
 85.7154 -67.8529  85.7154  85.7154  i
 85.9138 -68.0541  85.9138  85.9138  i
 86.1122 -68.2481  86.1122  86.1122  i
 86.3106 -68.435  86.3106  86.3106  i
 86.509 -68.6148  86.509  86.509  i
 86.7074 -68.7877  86.7074  86.7074  i
 86.9058 -68.9537  86.9058  86.9058  i
 87.1042 -69.1128  87.1042  87.1042  i
 87.3026 -69.265  87.3026  87.3026  i
 87.501 -69.4103  87.501  87.501  i
 87.6994 -69.5485  87.6994  87.6994  i
 87.8978 -69.6794  87.8978  87.8978  i
 88.0962 -69.8029  88.0962  88.0962  i
 88.2946 -69.9187  88.2946  88.2946  i
 88.493 -70.0266  88.493  88.493  i
 88.6914 -70.1261  88.6914  88.6914  i
 88.8898 -70.2171  88.8898  88.8898  i
 89.0882 -70.2991  89.0882  89.0882  i
 89.2866 -70.3716  89.2866  89.2866  i
 89.485 -70.4343  89.485  89.485  i
 89.6834 -70.4866  89.6834  89.6834  i
 89.8818 -70.5282  89.8818  89.8818  i
 90.0802 -70.5585  90.0802  90.0802  i
 90.2786 -70.5772  90.2786  90.2786  i
 90.477 -70.5836  90.477  90.477  i
 90.6754 -70.5775  90.6754  90.6754  i
 90.8737 -70.5583  90.8737  90.8737  i
 91.0721 -70.5258  91.0721  91.0721  i
 91.2705 -70.4796  91.2705  91.2705  i
 91.4689 -70.4193  91.4689  91.4689  i
 91.6673 -70.3449  91.6673  91.6673  i
 91.8657 -70.2562  91.8657  91.8657  i
 92.0641 -70.1531  92.0641  92.0641  i
 92.2625 -70.0356  92.2625  92.2625  i
 92.4609 -69.9039  92.4609  92.4609  i
 92.6593 -69.7581  92.6593  92.6593  i
 92.8577 -69.5987  92.8577  92.8577  i
 93.0561 -69.4261  93.0561  93.0561  i
 93.2545 -69.2407  93.2545  93.2545  i
 93.4529 -69.0433  93.4529  93.4529  i
 93.6513 -68.8345  93.6513  93.6513  i
 93.8497 -68.6153  93.8497  93.8497  i
 94.0481 -68.3866  94.0481  94.0481  i
 94.2465 -68.1494  94.2465  94.2465  i
 94.4449 -67.9048  94.4449  94.4449  i
 94.6433 -67.654  94.6433  94.6433  i
 94.8417 -67.3983  94.8417  94.8417  i
 95.0401 -67.1387  95.0401  95.0401  i
 95.2385 -66.8767  95.2385  95.2385  i
 95.4369 -66.6135  95.4369  95.4369  i
 95.6353 -66.3502  95.6353  95.6353  i
 95.8337 -66.088  95.8337  95.8337  i
 96.0321 -65.828  96.0321  96.0321  i
 96.2305 -65.5712  96.2305  96.2305  i
 96.4289 -65.3184  96.4289  96.4289  i
 96.6273 -65.0704  96.6273  96.6273  i
 96.8257 -64.8277  96.8257  96.8257  i
 97.024 -64.5906  97.024  97.024  i
 97.2224 -64.3595  97.2224  97.2224  i
 97.4208 -64.1341  97.4208  97.4208  i
 97.6192 -63.9145  97.6192  97.6192  i
 97.8176 -63.7003  97.8176  97.8176  i
 98.016 -63.4909  98.016  98.016  i
 98.2144 -63.2857  98.2144  98.2144  i
 98.4128 -63.0841  98.4128  98.4128  i
 98.6112 -62.8852  98.6112  98.6112  i
 98.8096 -62.6885  98.8096  98.8096  i
 99.008 -62.4932  99.008  99.008  i
 99.2064 -62.2987  99.2064  99.2064  i
 99.4048 -62.1047  99.4048  99.4048  i
 99.6032 -61.9109  99.6032  99.6032  i
 99.8016 -61.7172  99.8016  99.8016  i
 100 -61.5234  100  100  i


# Curve 1 of 2, 500 points
# x y xlow xhigh type
 1  71.84  1  1  i
 1.1984  71.8819  1.1984  1.1984  i
 1.39679  71.9638  1.39679  1.39679  i
 1.59519  72.0624  1.59519  1.59519  i
 1.79359  72.165  1.79359  1.79359  i
 1.99198  72.2647  1.99198  1.99198  i
 2.19038  72.3572  2.19038  2.19038  i
 2.38878  72.4393  2.38878  2.38878  i
 2.58717  72.5077  2.58717  2.58717  i
 2.78557  72.5591  2.78557  2.78557  i
 2.98397  72.5894  2.98397  2.98397  i
 3.18236  72.5946  3.18236  3.18236  i
 3.38076  72.5705  3.38076  3.38076  i
 3.57916  72.5132  3.57916  3.57916  i
 3.77756  72.4191  3.77756  3.77756  i
 3.97595  72.285  3.97595  3.97595  i
 4.17435  72.1084  4.17435  4.17435  i
 4.37275  71.8876  4.37275  4.37275  i
 4.57114  71.6215  4.57114  4.57114  i
 4.76954  71.3097  4.76954  4.76954  i
 4.96794  70.9528  4.96794  4.96794  i
 5.16633  70.5516  5.16633  5.16633  i
 5.36473  70.1079  5.36473  5.36473  i
 5.56313  69.6237  5.56313  5.56313  i
 5.76152  69.1016  5.76152  5.76152  i
 5.95992  68.5444  5.95992  5.95992  i
 6.15832  67.9551  6.15832  6.15832  i
 6.35671  67.337  6.35671  6.35671  i
 6.55511  66.6933  6.55511  6.55511  i
 6.75351  66.0271  6.75351  6.75351  i
 6.9519  65.3416  6.9519  6.9519  i
 7.1503  64.6396  7.1503  7.1503  i
 7.3487  63.9237  7.3487  7.3487  i
 7.54709  63.1964  7.54709  7.54709  i
 7.74549  62.4597  7.74549  7.74549  i
 7.94389  61.7152  7.94389  7.94389  i
 8.14228  60.9644  8.14228  8.14228  i
 8.34068  60.2082  8.34068  8.34068  i
 8.53908  59.4473  8.53908  8.53908  i
 8.73747  58.6821  8.73747  8.73747  i
 8.93587  57.9126  8.93587  8.93587  i
 9.13427  57.1386  9.13427  9.13427  i
 9.33267  56.3595  9.33267  9.33267  i
 9.53106  55.5748  9.53106  9.53106  i
 9.72946  54.7836  9.72946  9.72946  i
 9.92786  53.9851  9.92786  9.92786  i
 10.1263  53.1781  10.1263  10.1263  i
 10.3246  52.3616  10.3246  10.3246  i
 10.523  51.5347  10.523  10.523  i
 10.7214  50.6963  10.7214  10.7214  i
 10.9198  49.8455  10.9198  10.9198  i
 11.1182  48.9816  11.1182  11.1182  i
 11.3166  48.1039  11.3166  11.3166  i
 11.515  47.2118  11.515  11.515  i
 11.7134  46.305  11.7134  11.7134  i
 11.9118  45.3834  11.9118  11.9118  i
 12.1102  44.4469  12.1102  12.1102  i
 12.3086  43.496  12.3086  12.3086  i
 12.507  42.5308  12.507  12.507  i
 12.7054  41.5522  12.7054  12.7054  i
 12.9038  40.5609  12.9038  12.9038  i
 13.1022  39.5579  13.1022  13.1022  i
 13.3006  38.5445  13.3006  13.3006  i
 13.499  37.5219  13.499  13.499  i
 13.6974  36.4917  13.6974  13.6974  i
 13.8958  35.4556  13.8958  13.8958  i
 14.0942  34.4152  14.0942  14.0942  i
 14.2926  33.3725  14.2926  14.2926  i
 14.491  32.3294  14.491  14.491  i
 14.6894  31.2879  14.6894  14.6894  i
 14.8878  30.2501  14.8878  14.8878  i
 15.0862  29.2181  15.0862  15.0862  i
 15.2846  28.1941  15.2846  15.2846  i
 15.483  27.1802  15.483  15.483  i
 15.6814  26.1786  15.6814  15.6814  i
 15.8798  25.1913  15.8798  15.8798  i
 16.0782  24.2205  16.0782  16.0782  i
 16.2766  23.2682  16.2766  16.2766  i
 16.4749  22.3363  16.4749  16.4749  i
 16.6733  21.4269  16.6733  16.6733  i
 16.8717  20.5417  16.8717  16.8717  i
 17.0701  19.6825  17.0701  17.0701  i
 17.2685  18.851  17.2685  17.2685  i
 17.4669  18.0488  17.4669  17.4669  i
 17.6653  17.2772  17.6653  17.6653  i
 17.8637  16.5377  17.8637  17.8637  i
 18.0621  15.8314  18.0621  18.0621  i
 18.2605  15.1596  18.2605  18.2605  i
 18.4589  14.5233  18.4589  18.4589  i
 18.6573  13.9232  18.6573  18.6573  i
